Term,IDF
заключение,0.769551
заключительный,2.0
заключить,0.568636
заковать,2.0
закон,0.346787
законно,1.69897
законность,1.39794
законный,1.09691
законоведение,2.0
законодатель,2.0
законодательно,1.30103
законодательный,0.920819
законодательство,0.69897
закономерно,2.0
закономерность,1.522879
закономерный,1.69897
законопроект,1.154902
законуот,1.69897
закончить,0.823909
закончиться,0.619789
законь,2.0
закрасить,1.69897
закрепить,1.0
закрепиться,1.69897
закрепление,1.154902
закреплять,1.09691
закрепляться,2.0
закрепостить,2.0
закривають,2.0
закривой,2.0
закрий,2.0
закрил,2.0
закруглять,2.0
закрывать,1.221849
закрытие,1.09691
закрытость,2.0
закрытый,0.769551
закрыть,1.09691
закубанский,1.69897
закупать,2.0
закупить,1.39794
закупка,1.09691
зал,1.045757
зала,1.69897
залдостанов,2.0
залежь,2.0
залезать,2.0
залесский,1.69897
залетать,2.0
зали,2.0
залив,0.69897
заливка,1.69897
заливное,2.0
залить,2.0
залог,1.30103
заложить,0.920819
заложник,1.30103
заложница,2.0
залповый,1.69897
зальцгиттер,1.69897
зам,1.69897
замалчиваться,2.0
заманить,2.0
замараева,1.69897
замаскированный,2.0
замбия,1.221849
замглавы,2.0
замдиректора,2.0
замедление,1.221849
замедлить,1.69897
замедлять,1.69897
замена,0.769551
заменимый,2.0
заменитель,2.0
заменить,0.39794
заменять,1.09691
заменяться,1.522879
заместитель,0.886057
заместительство,2.0
заместить,2.0
заметить,1.0
заметка,1.69897
заметно,1.221849
заметный,1.30103
замечание,1.154902
замечательный,1.69897
замечать,1.69897
замешать,1.69897
замещаться,2.0
замещение,2.0
заминка,1.69897
замкнутый,1.69897
замкомандующего,2.0
замминистр,2.0
замминистра,2.0
замок,1.221849
замолчать,1.522879
замораживание,2.0
замораживать,2.0
замораживаться,1.69897
заморозить,1.30103
заморозка,2.0
заморозок,2.0
заморский,1.39794
зампред,2.0
зампредседателя,2.0
замский,2.0
замуж,1.522879
замужем,1.522879
замужество,2.0
замыкание,1.30103
замысел,1.39794
зан,1.69897
зана,1.69897
занавес,2.0
занбиль,2.0
заневский,2.0
занен,2.0
занести,1.522879
занзибар,1.69897
занзибарский,1.522879
занижать,2.0
занизить,2.0
занимать,0.508638
заниматься,0.619789
заново,1.39794
заноко,1.69897
занонить,1.69897
заносить,2.0
занятие,1.0
занятой,1.522879
занятость,1.522879
занятый,1.09691
занять,0.619789
заняться,1.09691
зао,1.522879
заодно,1.69897
заострить,2.0
заочный,1.39794
запад,0.552842
западногерманский,2.0
западноевропеец,2.0
западноевропейский,1.39794
западноиранский,2.0
западный,0.366532
западныйазербайджан,2.0
западомпо,2.0
запас,0.886057
запасный,1.39794
запатентовать,2.0
запашный,2.0
запашок,2.0
запереть,1.522879
запереться,2.0
запеть,2.0
запечатать,1.39794
запирать,2.0
записани,2.0
записать,0.823909
записка,0.886057
записывать,2.0
записываться,2.0
запись,0.638272
записьвойти,0.031517
запланиро,2.0
запланировать,1.221849
заплатить,1.39794
заплатка,2.0
заповедник,2.0
заподозрить,2.0
заполнениюзаявка,1.69897
заполнить,1.30103
заполниться,2.0
заполнять,2.0
заполняться,1.522879
запольяй,2.0
запоминать,2.0
запоминаться,2.0
запомнить,1.522879
запомниться,2.0
запорожский,1.30103
запорожсталь,2.0
запороский,2.0
заправка,1.69897
заправлять,2.0
запрашивать,1.39794
запрашиваться,2.0
запрет,0.79588
запретить,0.552842
запретный,2.0
запрещать,0.958607
запрещаться,1.30103
запрещение,1.30103
запрещетить,2.0
запровадив,2.0
запровадил,2.0
запровадиля,2.0
запрограммировать,2.0
запрос,0.537602
запросить,1.39794
запугивание,2.0
запуск,0.823909
запускать,1.154902
запустить,0.744727
запуститься,2.0
запутать,1.69897
запчасть,1.522879
запятая,1.39794
зара,2.0
зарабатывание,2.0
зарабатывать,1.69897
заработать,1.30103
заработный,1.522879
заработок,1.522879
заражать,2.0
заражение,2.0
заразить,2.0
заранее,1.39794
зараней,2.0
зарегестрировать,2.0
зарегистрировать,0.031517
зарегистрироваться,1.69897
зарезервированный,2.0
зарекомендовать,2.0
зарина,2.0
зарип,1.69897
зарисовка,2.0
зарисовывать,2.0
зариф,2.0
зародиться,1.30103
зародыш,2.0
зародышевый,2.0
зарождаться,2.0
зарождение,1.30103
заросль,2.0
зарплата,1.39794
зарубежный,0.920819
зарубежье,1.522879
зарубина,2.0
заручиться,1.221849
заря,1.522879
заряд,2.0
засада,1.522879
засадить,2.0
заседание,0.823909
заседать,2.0
засека,2.0
засекретить,2.0
заселить,2.0
заселять,2.0
засесть,2.0
засечный,2.0
засеять,1.69897
заслать,2.0
заслон,2.0
заслуга,1.221849
заслуживать,1.522879
заслужить,0.886057
засновани,2.0
засобь,2.0
застава,1.39794
заставить,0.958607
заставка,2.0
заставлять,1.154902
застарелый,1.69897
застать,1.69897
застигнуть,1.522879
застой,1.69897
застосуванний,2.0
застраивать,1.69897
застраиваться,2.0
застраховать,2.0
застрелить,1.154902
застрелиться,1.69897
застроить,1.69897
застройка,1.39794
застройщик,2.0
застрять,1.69897
застывать,2.0
засудить,1.69897
засулич,2.0
засуха,1.69897
засушливый,2.0
засылка,2.0
затекстовый,2.0
затем,0.346787
затеняться,2.0
затмение,2.0
зато,1.09691
затонуть,1.221849
затопить,1.221849
затопление,1.522879
затор,1.69897
затрагив,2.0
затрагивать,1.154902
затрагиваться,1.39794
затрата,1.221849
затратить,2.0
затребовать,1.522879
затрещать,2.0
затронуть,1.09691
затруднение,1.522879
затруднительно,1.69897
затруднительный,1.522879
затруднить,1.30103
затруднять,1.69897
затухать,2.0
затягивание,2.0
затяжной,1.69897
заудит,2.0
заустави,2.0
зафаранийя,2.0
зафиксировать,0.853872
зафрахтовать,2.0
захаб,2.0
захавить,1.69897
захар,1.69897
захаренко,2.0
захаров,1.39794
захарян,2.0
захват,0.769551
захватить,0.552842
захватнический,2.0
захватчик,2.0
захватывать,1.522879
захедать,2.0
захист,2.0
захламить,2.0
захлестнуть,2.0
заход,1.09691
заходить,1.39794
захоронение,1.39794
захоронить,1.69897
захотеть,1.39794
захра,2.0
зацветать,2.0
зацепилина,2.0
зацеплять,2.0
зачастую,0.853872
зачем,2.0
зачинаний,1.69897
зачинательница,2.0
зачинщик,2.0
зачисление,2.0
зачислить,2.0
зачёт,1.522879
заштатный,2.0
заштый,2.0
защита,0.552842
защитить,0.721246
защитник,0.920819
защитный,1.30103
защищать,0.958607
защищаться,1.69897
заэс,2.0
заявитель,2.0
заявить,0.552842
заявка,1.30103
заявление,0.022276
заявля,2.0
заявлять,0.823909
заявляться,2.0
заявтилей,2.0
заякоривания,2.0
заяц,1.522879
заём,1.30103
заёмщик,2.0
због,2.0
звание,1.0
званичный,2.0
званичня,2.0
звать,1.69897
звезда,0.79588
звено,1.30103
